,word
2335,不过
2336,不仅
2337,不拘
2338,不论
2339,不怕
2340,不然
2341,不如
2342,不特
2343,不惟
2344,不问
2345,不只
2346,朝着
2347,趁着
2348,除非
2349,除了
2350,此间
2351,此外
2352,从而
2353,但是
2354,当着
2355,的话
2356,等等
2357,叮咚
2358,对于
2359,多少
2360,而况
2361,而且
2362,而是
2363,而外
2364,而言
2365,而已
2366,尔后
2367,反之
2368,非但
2369,非徒
2370,否则
2371,嘎登
2372,各个
2373,各位
2374,各种
2375,各自
2376,根据
2377,故此
2378,固然
2379,关于
2380,果然
2381,果真
2382,哈哈
2383,何处
2384,何况
2385,何时
2386,哼唷
2387,呼哧
2388,还是
2389,还有
2390,或是
2391,或者
2392,极了
2393,及其
2394,及至
2395,即便
2396,即或
2397,即令
2398,即若
2399,即使
2400,既然
2401,既是
2402,继而
2403,加之
2404,假如
2405,假若
2406,假使
2407,鉴于
2408,几时
2409,较之
2410,接着
2411,结果
2412,进而
2413,尽管
2414,经过
2415,就是
2416,可见
2417,可是
2418,可以
2419,况且
2420,开始
2421,开外
2422,来着
2423,例如
2424,连同
2425,两者
2426,另外
2427,慢说
2428,漫说
2429,每当
2430,莫若
2431,某个
2432,某些
2433,哪边
2434,哪儿
2435,哪个
2436,哪里
2437,哪年
2438,哪怕
2439,哪天
2440,哪些
2441,哪样
2442,那边
2443,那儿
2444,那个
2445,那里
2446,那么
2447,那时
2448,那些
2449,那样
2450,乃至
2451,宁可
2452,宁肯
2453,宁愿
2454,你们
2455,啪达
2456,旁人
2457,凭借
2458,其次
2459,其二
2460,其他
2461,其它
2462,其一
2463,其余
2464,其中
2465,起见
2466,起见
2467,岂但
2468,前后
2469,前者
2470,然而
2471,然后
2472,然则
2473,人家
2474,任何
2475,任凭
2476,如此
2477,如果
2478,如何
2479,如其
2480,如若
2481,若非
2482,若是
2483,上下
2484,尚且
2485,设若
2486,设使
2487,甚而
2488,甚么
2489,甚至
2490,省得
2491,时候
2492,什么
2493,使得
2494,是的
2495,首先
2496,首先
2497,其次
2498,再次
2499,最后
2500,您们
2501,它们
2502,她们
2503,他们
2504,我们
2505,你是
2506,您是
2507,我是
2508,他是
2509,她是
2510,它是
2511,不是
2512,你们
2513,啊哈
2514,啊呀
2515,啊哟
2516,挨次
2517,挨个
2518,挨着
2519,哎呀
2520,哎哟
2521,俺们
2522,按理
2523,按期
2524,默然
2525,按时
2526,按说
2527,按照
2528,暗中
2529,暗自
2530,昂然
2531,八成
2532,倍感
2533,倍加
2534,本人
2535,本身
2536,本着
2537,并非
2538,别人
2539,必定
2540,比起
2541,比如
2542,比照
2543,鄙人
2544,毕竟
2545,必将
2546,必须
2547,并肩
2548,并没
2549,并排
2550,并且
2551,并无
2552,勃然
2553,不必
2554,不常
2555,不大
2556,不单
2557,不但
2558,而且
2559,不得
2560,不迭
2561,不定
2562,不独
2563,不对
2564,不妨
2565,不管
2566,不光
2567,不过
2568,不会
2569,不仅
2570,不拘
2571,不力
2572,不了
2573,不料
2574,不论
2575,不满
2576,不免
2577,不起
2578,不巧
2579,不然
2580,不日
2581,不少
2582,不胜
2583,不时
2584,不是
2585,不同
2586,不能
2587,不要
2588,不外
2589,不下
2590,不限
2591,不消
2592,不已
2593,不再
2594,不曾
2595,不止
2596,不只
2597,才能
2598,彻夜
2599,趁便
2600,趁机
2601,趁热
2602,趁势
2603,趁早
2604,趁着
2605,成心
2606,乘机
2607,乘势
2608,乘隙
2609,乘虚
2610,诚然
2611,迟早
2612,充分
2613,出来
2614,出去
2615,除此
2616,除非
2617,除开
2618,除了
2619,除去
2620,除却
2621,除外
2622,处处
2623,传说
2624,传闻
2625,纯粹
2626,此后
2627,此间
2628,此外
2629,此中
2630,次第
2631,匆匆
2632,从不
2633,从此
2634,从而
2635,从宽
2636,从来
2637,从轻
2638,从速
2639,从头
2640,从未
2641,从小
2642,从新
2643,从严
2644,从优
2645,从中
2646,从重
2647,凑巧
2648,存心
2649,达旦
2650,打从
2651,大大
2652,大抵
2653,大都
2654,大多
2655,大凡
2656,大概
2657,大家
2658,大举
2659,大略
2660,大约
2661,大致
2662,待到
2663,单纯
2664,单单
2665,但是
2666,但愿
2667,当场
2668,当儿
2669,当即
2670,当然
2671,当庭
2672,当头
2673,当下
2674,当真
2675,当中
2676,当着
2677,倒是
2678,到处
2679,到底
2680,到头
2681,得起
2682,的话
2683,的确
2684,等到
2685,等等
2686,顶多
2687,动辄
2688,陡然
2689,独自
2690,断然
2691,对于
2692,顿时
2693,多次
2694,多多
2695,多亏
2696,而后
2697,而论
2698,而且
2699,而是
2700,而外
2701,而言
2702,而已
2703,而又
2704,尔等
2705,反倒
2706,反而
2707,反手
2708,反之
2709,方才
2710,方能
2711,非常
2712,非但
2713,非得
2714,分头
2715,奋勇
2716,愤然
2717,更为
2718,更加
2719,根据
2720,个人
2721,各式
2722,刚才
2723,敢情
2724,该当
2725,嘎嘎
2726,否则
2727,赶快
2728,敢于
2729,刚好
2730,刚巧
2731,高低
2732,格外
2733,隔日
2734,隔夜
2735,公然
2736,过于
2737,果然
2738,果真
2739,光是
2740,关于
2741,共总
2742,姑且
2743,故此
2744,故而
2745,故意
2746,固然
2747,惯常
2748,毫不
2749,毫无
2750,很多
2751,何须
2752,好在
2753,何必
2754,何尝
2755,何妨
2756,何苦
2757,何况
2758,何止
2759,很少
2760,轰然
2761,后来
2762,呼啦
2763,哗啦
2764,互相
2765,忽地
2766,忽然
2767,话说
2768,或是
2769,伙同
2770,豁然
2771,恍然
2772,还是
2773,或许
2774,或者
2775,基本
2776,基于
2777,极大
2778,极度
2779,极端
2780,极力
2781,极其
2782,极为
2783,即便
2784,即将
2785,及其
2786,及至
2787,即刻
2788,即令
2789,即使
2790,几度
2791,几番
2792,几乎
2793,几经
2794,既然
2795,继而
2796,继之
2797,加上
2798,加以
2799,加之
2800,假如
2801,假若
2802,假使
2803,间或
2804,将才
2805,简直
2806,鉴于
2807,将近
2808,将要
2809,交口
2810,较比
2811,较为
2812,较之
2813,皆可
2814,截然
2815,截至
2816,藉以
2817,借此
2818,借以
2819,届时
2820,尽快
2821,近来
2822,进而
2823,进来
2824,进去
2825,尽管
2826,尽量
2827,尽然
2828,就算
2829,居然
2830,就此
2831,就地
2832,竟然
2833,究竟
2834,经常
2835,尽早
2836,精光
2837,经过
2838,就是
2839,局外
2840,举凡
2841,据称
2842,据此
2843,据实
2844,据说
2845,可好
2846,看来
2847,开外
2848,绝不
2849,决不
2850,据悉
2851,决非
2852,绝顶
2853,绝对
2854,绝非
2855,可见
2856,可能
2857,可是
2858,可以
2859,恐怕
2860,来讲
2861,来看
2862,快要
2863,况且
2864,拦腰
2865,牢牢
2866,老是
2867,累次
2868,累年
2869,理当
2870,理该
2871,理应
2872,例如
2873,立地
2874,立刻
2875,立马
2876,立时
2877,联袂
2878,连连
2879,连日
2880,路经
2881,临到
2882,连声
2883,连同
2884,连袂
2885,另外
2886,另行
2887,屡次
2888,屡屡
2889,缕缕
2890,率尔
2891,率然
2892,略加
2893,略微
2894,略为
2895,论说
2896,马上
2897,猛然
2898,没有
2899,每当
2900,每逢
2901,每每
2902,莫不
2903,莫非
2904,莫如
2905,莫若
2906,哪怕
2907,那么
2908,那末
2909,那些
2910,乃至
2911,难道
2912,难得
2913,难怪
2914,难说
2915,你们
2916,凝神
2917,宁可
2918,宁肯
2919,宁愿
2920,偶而
2921,偶尔
2922,碰巧
2923,譬如
2924,偏偏
2925,平素
2926,迫于
2927,扑通
2928,其次
2929,其后
2930,其实
2931,其它
2932,起初
2933,起来
2934,起首
2935,起头
2936,起先
2937,岂但
2938,岂非
2939,岂止
2940,恰逢
2941,恰好
2942,恰恰
2943,恰巧
2944,恰如
2945,恰似
2946,前后
2947,前者
2948,切莫
2949,切切
2950,切勿
2951,亲口
2952,亲身
2953,亲手
2954,亲眼
2955,亲自
2956,顷刻
2957,请勿
2958,取道
2959,权时
2960,全都
2961,全力
2962,全年
2963,全然
2964,然而
2965,然后
2966,人家
2967,人人
2968,仍旧
2969,仍然
2970,日见
2971,日渐
2972,日益
2973,日臻
2974,如常
2975,如次
2976,如果
2977,如今
2978,如期
2979,如若
2980,如上
2981,如下
2982,上来
2983,上去
2984,瑟瑟
2985,沙沙
2986,啊
2987,哎
2988,唉
2989,俺
2990,按
2991,吧
2992,把
2993,甭
2994,别
2995,嘿
2996,很
2997,乎
2998,会
2999,或
3000,既
3001,及
3002,啦
3003,了
3004,们
3005,你
3006,您
3007,哦
3008,砰
3009,啊
3010,你
3011,我
3012,他
3013,她
3014,它
3015,———
3016,》），
3017,）÷（１－
3018,”，
3019,）、
3020,＝（
3021,:
3022,→
3023,℃
3024,&
3025,*
3026,一一
3027,~~~~
3028,’
3029,.
3030,『
3031,.一
3032,./
3033,--
3034,』
3035,＝″
3036,【
3037,［＊］
3038,｝＞
3039,［⑤］］
3040,［①Ｄ］
3041,ｃ］
3042,ｎｇ昉
3043,＊
3044,//
3045,［
3046,］
3047,［②ｅ］
3048,［②ｇ］
3049,＝｛
3050,}
3051,，也
3052,‘
3053,Ａ
3054,［①⑥］
3055,［②Ｂ］
3056,［①ａ］
3057,［④ａ］
3058,［①③］
3059,［③ｈ］
3060,③］
3061,１．
3062,－－
3063,［②ｂ］
3064,’‘
3065,×××
3066,［①⑧］
3067,０：２
3068,＝［
3069,［⑤ｂ］
3070,［②ｃ］
3071,［④ｂ］
3072,［②③］
3073,［③ａ］
3074,［④ｃ］
3075,［①⑤］
3076,［①⑦］
3077,［①ｇ］
3078,∈［
3079,［①⑨］
3080,［①④］
3081,［①ｃ］
3082,［②ｆ］
3083,［②⑧］
3084,［②①］
3085,［①Ｃ］
3086,［③ｃ］
3087,［③ｇ］
3088,［②⑤］
3089,［②②］
3090,一.
3091,［①ｈ］
3092,.数
3093,［］
3094,［①Ｂ］
3095,数/
3096,［①ｉ］
3097,［③ｅ］
3098,［①①］
3099,［④ｄ］
3100,［④ｅ］
3101,［③ｂ］
3102,［⑤ａ］
3103,［①Ａ］
3104,［②⑧］
3105,［②⑦］
3106,［①ｄ］
3107,［②ｊ］
3108,〕〔
3109,］［
3110,://
3111,′∈
3112,［②④
3113,［⑤ｅ］
3114,１２％
3115,ｂ］
3116,...
3117,...................
3118,…………………………………………………③
3119,ＺＸＦＩＴＬ
3120,［③Ｆ］
3121,」
3122,［①ｏ］
3123,］∧′＝［
3124,∪φ∈
3125,′｜
3126,｛－
3127,②ｃ
3128,｝
3129,［③①］
3130,Ｒ．Ｌ．
3131,［①Ｅ］
3132,Ψ
3133,－［＊］－
3134,↑
3135,.日
3136,［②ｄ］
3137,［②
3138,［②⑦］
3139,［②②］
3140,［③ｅ］
3141,［①ｉ］
3142,［①Ｂ］
3143,［①ｈ］
3144,［①ｄ］
3145,［①ｇ］
3146,［①②］
3147,［②ａ］
3148,ｆ］
3149,［⑩］
3150,ａ］
3151,［①ｅ］
3152,［②ｈ］
3153,［②⑥］
3154,［③ｄ］
3155,［②⑩］
3156,ｅ］
3157,〉
3158,】
3159,元／吨
3160,［②⑩］
3161,２．３％
3162,５：０
3163,［①］
3164,::
3165,［②］
3166,［③］
3167,［④］
3168,［⑤］
3169,［⑥］
3170,［⑦］
3171,［⑧］
3172,［⑨］
3173,……
3174,——
3175,?
3176,、
3177,。
3178,“
3179,”
3180,《
3181,》
3182,！
3183,，
3184,：
3185,；
3186,？
3187,．
3188,","
3189,．
3190,'
3191,?
3192,·
3193,———
3194,──
3195,?
3196,—
3197,<
3198,>
3199,（
3200,）
3201,〔
3202,〕
3203,[
3204,]
3205,(
3206,)
3207,-
3208,+
3209,～
3210,×
3211,／
3212,/
3213,①
3214,②
3215,③
3216,④
3217,⑤
3218,⑥
3219,⑦
3220,⑧
3221,⑨
3222,⑩
3223,Ⅲ
3224,В
3225,""""
3226,;
3227,#
3228,@
3229,γ
3230,μ
3231,φ
3232,φ．
3233,×
3234,Δ
3235,■
3236,▲
3237,sub
3238,exp
3239,sup
3240,sub
3241,Lex
3242,＃
3243,％
3244,＆
3245,＇
3246,＋
3247,＋ξ
3248,＋＋
3249,－
3250,－β
3251,＜
3252,＜±
3253,＜Δ
3254,＜λ
3255,＜φ
3256,＜＜
3257,=
3258,＝
3259,＝☆
3260,＝－
3261,＞
3262,＞λ
3263,＿
3264,～±
3265,～＋
3266,［⑤ｆ］
3267,［⑤ｄ］
3268,［②ｉ］
3269,≈
3270,［②Ｇ］
3271,［①ｆ］
3272,ＬＩ
3273,㈧
3274,［－
3275,......
3276,〉
3277,［③⑩］
3278,第二
3279,一番
3280,一直
3281,一个
3282,一些
3283,许多
3284,种
3285,有的是
3286,也就是说
3287,末##末
3288,啊
3289,阿
3290,哎
3291,哎呀
3292,哎哟
3293,唉
3294,俺
3295,俺们
3296,按
3297,按照
3298,吧
3299,吧哒
3300,把
3301,罢了
3302,被
3303,本
3304,本着
3305,比
3306,比方
3307,比如
3308,鄙人
3309,彼
3310,彼此
3311,边
3312,别
3313,别的
3314,别说
3315,并
3316,并且
3317,不比
3318,不成
3319,不单
3320,不但
3321,不独
3322,不管
3323,不光
3324,不过
3325,不仅
3326,不拘
3327,不论
3328,不怕
3329,不然
3330,不如
3331,不特
3332,不惟
3333,不问
3334,不只
3335,朝
3336,朝着
3337,趁
3338,趁着
3339,乘
3340,冲
3341,除
3342,除此之外
3343,除非
3344,除了
3345,此
3346,此间
3347,此外
3348,从
3349,从而
3350,打
3351,待
3352,但
3353,但是
3354,当
3355,当着
3356,到
3357,得
3358,的
3359,的话
3360,等
3361,等等
3362,地
3363,第
3364,叮咚
3365,对
3366,对于
3367,多
3368,多少
3369,而
3370,而况
3371,而且
3372,而是
3373,而外
3374,而言
3375,而已
3376,尔后
3377,反过来
3378,反过来说
3379,反之
3380,非但
3381,非徒
3382,否则
3383,嘎
3384,嘎登
3385,该
3386,赶
3387,个
3388,各
3389,各个
3390,各位
3391,各种
3392,各自
3393,给
3394,根据
3395,跟
3396,故
3397,故此
3398,固然
3399,关于
3400,管
3401,归
3402,果然
3403,果真
3404,过
3405,哈
3406,哈哈
3407,呵
3408,和
3409,何
3410,何处
3411,何况
3412,何时
3413,嘿
3414,哼
3415,哼唷
3416,呼哧
3417,乎
3418,哗
3419,还是
3420,还有
3421,换句话说
3422,换言之
3423,或
3424,或是
3425,或者
3426,极了
3427,及
3428,及其
3429,及至
3430,即
3431,即便
3432,即或
3433,即令
3434,即若
3435,即使
3436,几
3437,几时
3438,己
3439,既
3440,既然
3441,既是
3442,继而
3443,加之
3444,假如
3445,假若
3446,假使
3447,鉴于
3448,将
3449,较
3450,较之
3451,叫
3452,接着
3453,结果
3454,借
3455,紧接着
3456,进而
3457,尽
3458,尽管
3459,经
3460,经过
3461,就
3462,就是
3463,就是说
3464,据
3465,具体地说
3466,具体说来
3467,开始
3468,开外
3469,靠
3470,咳
3471,可
3472,可见
3473,可是
3474,可以
3475,况且
3476,啦
3477,来
3478,来着
3479,离
3480,例如
3481,哩
3482,连
3483,连同
3484,两者
3485,了
3486,临
3487,另
3488,另外
3489,另一方面
3490,论
3491,嘛
3492,吗
3493,慢说
3494,漫说
3495,冒
3496,么
3497,每
3498,每当
3499,们
3500,莫若
3501,某
3502,某个
3503,某些
3504,拿
3505,哪
3506,哪边
3507,哪儿
3508,哪个
3509,哪里
3510,哪年
3511,哪怕
3512,哪天
3513,哪些
3514,哪样
3515,那
3516,那边
3517,那儿
3518,那个
3519,那会儿
3520,那里
3521,那么
3522,那么些
3523,那么样
3524,那时
3525,那些
3526,那样
3527,乃
3528,乃至
3529,呢
3530,能
3531,你
3532,你们
3533,您
3534,宁
3535,宁可
3536,宁肯
3537,宁愿
3538,哦
3539,呕
3540,啪达
3541,旁人
3542,呸
3543,凭
3544,凭借
3545,其
3546,其次
3547,其二
3548,其他
3549,其它
3550,其一
3551,其余
3552,其中
3553,起
3554,起见
3555,起见
3556,岂但
3557,恰恰相反
3558,前后
3559,前者
3560,且
3561,然而
3562,然后
3563,然则
3564,让
3565,人家
3566,任
3567,任何
3568,任凭
3569,如
3570,如此
3571,如果
3572,如何
3573,如其
3574,如若
3575,如上所述
3576,若
3577,若非
3578,若是
3579,啥
3580,上下
3581,尚且
3582,设若
3583,设使
3584,甚而
3585,甚么
3586,甚至
3587,省得
3588,时候
3589,什么
3590,什么样
3591,使得
3592,是
3593,是的
3594,首先
3595,谁
3596,谁知
3597,顺
3598,顺着
3599,似的
3600,虽
3601,虽然
3602,虽说
3603,虽则
3604,随
3605,随着
3606,所
3607,所以
3608,他
3609,他们
3610,他人
3611,它
3612,它们
3613,她
3614,她们
3615,倘
3616,倘或
3617,倘然
3618,倘若
3619,倘使
3620,腾
3621,替
3622,通过
3623,同
3624,同时
3625,哇
3626,万一
3627,往
3628,望
3629,为
3630,为何
3631,为了
3632,为什么
3633,为着
3634,喂
3635,嗡嗡
3636,我
3637,我们
3638,呜
3639,呜呼
3640,乌乎
3641,无论
3642,无宁
3643,毋宁
3644,嘻
3645,吓
3646,相对而言
3647,像
3648,向
3649,向着
3650,嘘
3651,呀
3652,焉
3653,沿
3654,沿着
3655,要
3656,要不
3657,要不然
3658,要不是
3659,要么
3660,要是
3661,也
3662,也罢
3663,也好
3664,一
3665,一般
3666,一旦
3667,一方面
3668,一来
3669,一切
3670,一样
3671,一则
3672,依
3673,依照
3674,矣
3675,以
3676,以便
3677,以及
3678,以免
3679,以至
3680,以至于
3681,以致
3682,抑或
3683,因
3684,因此
3685,因而
3686,因为
3687,哟
3688,用
3689,由
3690,由此可见
3691,由于
3692,有
3693,有的
3694,有关
3695,有些
3696,又
3697,于
3698,于是
3699,于是乎
3700,与
3701,与此同时
3702,与否
3703,与其
3704,越是
3705,云云
3706,哉
3707,再说
3708,再者
3709,在
3710,在下
3711,咱
3712,咱们
3713,则
3714,怎
3715,怎么
3716,怎么办
3717,怎么样
3718,怎样
3719,咋
3720,照
3721,照着
3722,者
3723,这
3724,这边
3725,这儿
3726,这个
3727,这会儿
3728,这就是说
3729,这里
3730,这么
3731,这么点儿
3732,这么些
3733,这么样
3734,这时
3735,这些
3736,这样
3737,正如
3738,吱
3739,之
3740,之类
3741,之所以
3742,之一
3743,只是
3744,只限
3745,只要
3746,只有
3747,至
3748,至于
3749,诸位
3750,着
3751,着呢
3752,自
3753,自从
3754,自个儿
3755,自各儿
3756,自己
3757,自家
3758,自身
3759,综上所述
3760,总的来看
3761,总的来说
3762,总的说来
3763,总而言之
3764,总之
3765,纵
3766,纵令
3767,纵然
3768,纵使
3769,遵照
3770,作为
3771,兮
3772,呃
3773,呗
3774,咚
3775,咦
3776,喏
3777,啐
3778,喔唷
3779,嗬
3780,嗯
3781,嗳
3782,--
3783,?
3784,“
3785,”
3786,》
3787,－－
3788,一
3789,一下
3790,一些
3791,一切
3792,一则
3793,一天
3794,一定
3795,一方面
3796,一旦
3797,一时
3798,一来
3799,一样
3800,一次
3801,一片
3802,一直
3803,一致
3804,一般
3805,一起
3806,一边
3807,一面
3808,万一
3809,上下
3810,上升
3811,上去
3812,上来
3813,上述
3814,上面
3815,下列
3816,下去
3817,下来
3818,下面
3819,不一
3820,不久
3821,不仅
3822,不会
3823,不但
3824,不光
3825,不单
3826,不变
3827,不只
3828,不可
3829,不同
3830,不够
3831,不如
3832,不得
3833,不怕
3834,不惟
3835,不成
3836,不拘
3837,不敢
3838,不断
3839,不是
3840,不比
3841,不然
3842,不特
3843,不独
3844,不管
3845,不能
3846,不要
3847,不论
3848,不足
3849,不过
3850,不问
3851,与
3852,与其
3853,与否
3854,与此同时
3855,专门
3856,且
3857,两者
3858,严格
3859,严重
3860,个
3861,个人
3862,个别
3863,中小
3864,中间
3865,丰富
3866,临
3867,为
3868,为主
3869,为了
3870,为什么
3871,为什麽
3872,为何
3873,为着
3874,主张
3875,主要
3876,举行
3877,乃
3878,乃至
3879,么
3880,之
3881,之一
3882,之前
3883,之后
3884,之後
3885,之所以
3886,之类
3887,乌乎
3888,乎
3889,乘
3890,也
3891,也好
3892,也是
3893,也罢
3894,了
3895,了解
3896,争取
3897,于
3898,于是
3899,于是乎
3900,云云
3901,互相
3902,产生
3903,人们
3904,人家
3905,什么
3906,什么样
3907,什麽
3908,今后
3909,今天
3910,今年
3911,今後
3912,仍然
3913,从
3914,从事
3915,从而
3916,他
3917,他人
3918,他们
3919,他的
3920,代替
3921,以
3922,以上
3923,以下
3924,以为
3925,以便
3926,以免
3927,以前
3928,以及
3929,以后
3930,以外
3931,以後
3932,以来
3933,以至
3934,以至于
3935,以致
3936,们
3937,任
3938,任何
3939,任凭
3940,任务
3941,企图
3942,伟大
3943,似乎
3944,似的
3945,但
3946,但是
3947,何
3948,何况
3949,何处
3950,何时
3951,作为
3952,你
3953,你们
3954,你的
3955,使得
3956,使用
3957,例如
3958,依
3959,依照
3960,依靠
3961,促进
3962,保持
3963,俺
3964,俺们
3965,倘
3966,倘使
3967,倘或
3968,倘然
3969,倘若
3970,假使
3971,假如
3972,假若
3973,做到
3974,像
3975,允许
3976,充分
3977,先后
3978,先後
3979,先生
3980,全部
3981,全面
3982,兮
3983,共同
3984,关于
3985,其
3986,其一
3987,其中
3988,其二
3989,其他
3990,其余
3991,其它
3992,其实
3993,其次
3994,具体
3995,具体地说
3996,具体说来
3997,具有
3998,再者
3999,再说
4000,冒
4001,冲
4002,决定
4003,况且
4004,准备
4005,几
4006,几乎
4007,几时
4008,凭
4009,凭借
4010,出去
4011,出来
4012,出现
4013,分别
4014,则
4015,别
4016,别的
4017,别说
4018,到
4019,前后
4020,前者
4021,前进
4022,前面
4023,加之
4024,加以
4025,加入
4026,加强
4027,十分
4028,即
4029,即令
4030,即使
4031,即便
4032,即或
4033,即若
4034,却不
4035,原来
4036,又
4037,及
4038,及其
4039,及时
4040,及至
4041,双方
4042,反之
4043,反应
4044,反映
4045,反过来
4046,反过来说
4047,取得
4048,受到
4049,变成
4050,另
4051,另一方面
4052,另外
4053,只是
4054,只有
4055,只要
4056,只限
4057,叫
4058,叫做
4059,召开
4060,叮咚
4061,可
4062,可以
4063,可是
4064,可能
4065,可见
4066,各
4067,各个
4068,各人
4069,各位
4070,各地
4071,各种
4072,各级
4073,各自
4074,合理
4075,同
4076,同一
4077,同时
4078,同样
4079,后来
4080,后面
4081,向
4082,向着
4083,吓
4084,吗
4085,否则
4086,吧
4087,吧哒
4088,吱
4089,呀
4090,呃
4091,呕
4092,呗
4093,呜
4094,呜呼
4095,呢
4096,周围
4097,呵
4098,呸
4099,呼哧
4100,咋
4101,和
4102,咚
4103,咦
4104,咱
4105,咱们
4106,咳
4107,哇
4108,哈
4109,哈哈
4110,哉
4111,哎
4112,哎呀
4113,哎哟
4114,哗
4115,哟
4116,哦
4117,哩
4118,哪
4119,哪个
4120,哪些
4121,哪儿
4122,哪天
4123,哪年
4124,哪怕
4125,哪样
4126,哪边
4127,哪里
4128,哼
4129,哼唷
4130,唉
4131,啊
4132,啐
4133,啥
4134,啦
4135,啪达
4136,喂
4137,喏
4138,喔唷
4139,嗡嗡
4140,嗬
4141,嗯
4142,嗳
4143,嘎
4144,嘎登
4145,嘘
4146,嘛
4147,嘻
4148,嘿
4149,因
4150,因为
4151,因此
4152,因而
4153,固然
4154,在
4155,在下
4156,地
4157,坚决
4158,坚持
4159,基本
4160,处理
4161,复杂
4162,多
4163,多少
4164,多数
4165,多次
4166,大力
4167,大多数
4168,大大
4169,大家
4170,大批
4171,大约
4172,大量
4173,失去
4174,她
4175,她们
4176,她的
4177,好的
4178,好象
4179,如
4180,如上所述
4181,如下
4182,如何
4183,如其
4184,如果
4185,如此
4186,如若
4187,存在
4188,宁
4189,宁可
4190,宁愿
4191,宁肯
4192,它
4193,它们
4194,它们的
4195,它的
4196,安全
4197,完全
4198,完成
4199,实现
4200,实际
4201,宣布
4202,容易
4203,密切
4204,对
4205,对于
4206,对应
4207,将
4208,少数
4209,尔后
4210,尚且
4211,尤其
4212,就
4213,就是
4214,就是说
4215,尽
4216,尽管
4217,属于
4218,岂但
4219,左右
4220,巨大
4221,巩固
4222,己
4223,已经
4224,帮助
4225,常常
4226,并
4227,并不
4228,并不是
4229,并且
4230,并没有
4231,广大
4232,广泛
4233,应当
4234,应用
4235,应该
4236,开外
4237,开始
4238,开展
4239,引起
4240,强烈
4241,强调
4242,归
4243,当
4244,当前
4245,当时
4246,当然
4247,当着
4248,形成
4249,彻底
4250,彼
4251,彼此
4252,往
4253,往往
4254,待
4255,後来
4256,後面
4257,得
4258,得出
4259,得到
4260,心里
4261,必然
4262,必要
4263,必须
4264,怎
4265,怎么
4266,怎么办
4267,怎么样
4268,怎样
4269,怎麽
4270,总之
4271,总是
4272,总的来看
4273,总的来说
4274,总的说来
4275,总结
4276,总而言之
4277,恰恰相反
4278,您
4279,意思
4280,愿意
4281,慢说
4282,成为
4283,我
4284,我们
4285,我的
4286,或
4287,或是
4288,或者
4289,战斗
4290,所
4291,所以
4292,所有
4293,所谓
4294,打
4295,扩大
4296,把
4297,抑或
4298,拿
4299,按
4300,按照
4301,换句话说
4302,换言之
4303,据
4304,掌握
4305,接着
4306,接著
4307,故
4308,故此
4309,整个
4310,方便
4311,方面
4312,旁人
4313,无宁
4314,无法
4315,无论
4316,既
4317,既是
4318,既然
4319,时候
4320,明显
4321,明确
4322,是
4323,是否
4324,是的
4325,显然
4326,显著
4327,普通
4328,普遍
4329,更加
4330,曾经
4331,替
4332,最后
4333,最大
4334,最好
4335,最後
4336,最近
4337,最高
4338,有
4339,有些
4340,有关
4341,有利
4342,有力
4343,有所
4344,有效
4345,有时
4346,有点
4347,有的
4348,有着
4349,有著
4350,望
4351,朝
4352,朝着
4353,本
4354,本着
4355,来
4356,来着
4357,极了
4358,构成
4359,果然
4360,果真
4361,某
4362,某个
4363,某些
4364,根据
4365,根本
4366,欢迎
4367,正在
4368,正如
4369,正常
4370,此
4371,此外
4372,此时
4373,此间
4374,毋宁
4375,每
4376,每个
4377,每天
4378,每年
4379,每当
4380,比
4381,比如
4382,比方
4383,比较
4384,毫不
4385,没有
4386,沿
4387,沿着
4388,注意
4389,深入
4390,清楚
4391,满足
4392,漫说
4393,焉
4394,然则
4395,然后
4396,然後
4397,然而
4398,照
4399,照着
4400,特别是
4401,特殊
4402,特点
4403,现代
4404,现在
4405,甚么
4406,甚而
4407,甚至
4408,用
4409,由
4410,由于
4411,由此可见
4412,的
4413,的话
4414,目前
4415,直到
4416,直接
4417,相似
4418,相信
4419,相反
4420,相同
4421,相对
4422,相对而言
4423,相应
4424,相当
4425,相等
4426,省得
4427,看出
4428,看到
4429,看来
4430,看看
4431,看见
4432,真是
4433,真正
4434,着
4435,着呢
4436,矣
4437,知道
4438,确定
4439,离
4440,积极
4441,移动
4442,突出
4443,突然
4444,立即
4445,第
4446,等
4447,等等
4448,管
4449,紧接着
4450,纵
4451,纵令
4452,纵使
4453,纵然
4454,练习
4455,组成
4456,经
4457,经常
4458,经过
4459,结合
4460,结果
4461,给
4462,绝对
4463,继续
4464,继而
4465,维持
4466,综上所述
4467,罢了
4468,考虑
4469,者
4470,而
4471,而且
4472,而况
4473,而外
4474,而已
4475,而是
4476,而言
4477,联系
4478,能
4479,能否
4480,能够
4481,腾
4482,自
4483,自个儿
4484,自从
4485,自各儿
4486,自家
4487,自己
4488,自身
4489,至
4490,至于
4491,良好
4492,若
4493,若是
4494,若非
4495,范围
4496,莫若
4497,获得
4498,虽
4499,虽则
4500,虽然
4501,虽说
4502,行为
4503,行动
4504,表明
4505,表示
4506,被
4507,要
4508,要不
4509,要不是
4510,要不然
4511,要么
4512,要是
4513,要求
4514,规定
4515,觉得
4516,认为
4517,认真
4518,认识
4519,让
4520,许多
4521,论
4522,设使
4523,设若
4524,该
4525,说明
4526,诸位
4527,谁
4528,谁知
